Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,geocode_status,latitude,longitude,geocode_provider,dublin_district
04/02/2020,"94 WELWYN RD, MARYBOROUGH WOODS, DOUGLAS",Cork,,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/08/2020,"CHURCH RD, DUNCANNON, NEW ROSS",Wexford,,"€589,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/12/2020,"APT 1, 49 50 THOMAS ST, LIMERICK",Limerick,,"€725,420.85",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/10/2020,"16 SALLYGARDENS, DUBLIN ST, BALLYJAMESDUFF",Cavan,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/05/2020,"THE BUNGALOW, BOOLACULLANE, FARRANFORE",Kerry,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/01/2020,"2 CNOC VIEW, LARTIGUE RD, BALLYBUNNION",Kerry,,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/09/2020,"21MEADOWVALE, GREATMEADOW, BOYLE",Roscommon,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/07/2020,"Apt 17 Maple Hall, Clay Farm, Leopardstown",Dublin,,"€356,828.19",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.251499,-6.129102,mapbox,-1
03/04/2020,"148 COSTA NA MARA, ORANMORE, GALWAY",Galway,,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/09/2020,"31 Longfield Park, Boherlahan, Cashel",Tipperary,,"€185,000.00",Yes,Yes,New Dwelling house /Apartment,,,,,,
01/07/2020,"GREENFORT, EDMONSTOWN, BLESSINGTON",Wicklow,,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/03/2020,"10 MARINO STREET, BANTRY, CORK",Cork,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/07/2020,"18 Hallwell Grove, Hallwell, Adamstown",Dublin,,"€309,911.89",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.348258,-6.474743,mapbox,-1
16/12/2020,"9 Mount Williiam, Williamstown, Waterford",Waterford,,"€189,427.31",Yes,Yes,New Dwelling house /Apartment,,,,,,
20/10/2020,"APARTMENT 7, 67A O'CONNELL ST, WATERFORD",Waterford,,"€65,357.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/02/2020,"14 EMMET AVE, MERVUE, GALWAY",Galway,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/04/2020,"41 HANDEL HOUSE, LORETO ABBEY, RATHFARNHAM DUBLIN 14",Dublin,,"€308,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.30331,-6.282508,mapbox,14
23/07/2020,"CORRRIG, STRADBALLY, PORTLAOISE",Laois,,"€38,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
24/11/2020,"CASTLEDONOVAN, DRIMLEOGUE, CO. CORK",Cork,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/04/2020,"BEAKSTOWN, THURLES, TIPPERARY",Tipperary,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/12/2020,"No 14 Highfield, Ardeskin",Donegal,,"€215,859.00",No,Yes,New Dwelling house /Apartment,,,,,,
29/10/2020,"125 TYRCONNELL RD, INCHICORE, DUBLIN 8",Dublin,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3343314,-6.3282936,nominatim,12
14/01/2020,"15-22 Radharc na Greine, Monivea Road, GALWAY",Galway,,"€2,599,119.00",No,Yes,New Dwelling house /Apartment,,,,,,
25/09/2020,"27 HILLCREST, PEMBROKE WOODS, PASSAGE WEST",Cork,,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/11/2020,"28 PRIORY LAWN, RHODE, OFFALY",Offaly,,"€151,586.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/02/2020,"22 CARMEN LAWN, UPPER BELMONT, CORK",Cork,,"€261,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/05/2020,"22 KILDERRY HALL, KILLEGLAND, ASHBOURNE",Meath,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/04/2020,"MONEYHAUGHLEY, MANORCUNNINGHAM, LETTERKENNY",Donegal,,"€52,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/10/2020,"7 SALLYGARDENS, DUBLIN ST, BALLYJAMESDUFF",Cavan,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/07/2020,"6 HOLYWELL GLEN, SWORDS, DUBLIN",Dublin,,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.443862,-6.207347,mapbox,-1
18/12/2020,"24 BRACKEN COURT, OLD TRAMORE ROAD",Waterford,,"€233,480.00",No,Yes,New Dwelling house /Apartment,,,,,,
23/10/2020,"34A MAIN ST, HOWTH, MAIN ST",Dublin,,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.40306,-6.156515,mapbox,13
21/02/2020,"LULLYMORE WEST, RATHANGAN, KILDARE",Kildare,,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/12/2020,"BALLYNASCALL, GLENDOWAN, CHURCH HILL",Donegal,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/12/2020,"71 Cluain Ard, Blarney, Co. Cork",Cork,,"€277,533.04",No,Yes,New Dwelling house /Apartment,,,,,,
24/06/2020,"33 OAK HILL, KILLARNEY, CO. KERRY",Kerry,,"€55,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
18/12/2020,"CASTLEVIEW, CUSSANA, CARRIGEEN",Kilkenny,,"€163,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/12/2020,"26 MARYLAND HOUSE, SHANKILL, DUBLIN 18",Dublin,,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,52.283374,-9.6985,mapbox,-1
25/03/2020,"APARTMENT 4, STONEBRIDGE COURT, RAILWAY ROAD",Cavan,,"€69,982.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/03/2020,"11 Bay Meadows Avenue, Bay Meadows, Hollystown",Dublin,,"€312,775.00",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.422401,-6.372457,mapbox,15
14/10/2020,"20 Willow Grove, Oakridge, Belmount",Kilkenny,,"€202,203.00",No,Yes,New Dwelling house /Apartment,,,,,,
31/08/2020,"8 AISLING COURT, LEHENAGHMORE, TOGHER",Cork,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/10/2020,"LARKIHILL COTTAGE, BELTRA, CO SLIGO",Sligo,,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
02/10/2020,"107 Cedar Place, Ridgewood, Swords",Dublin,,"€362,154.00",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.450386,-6.249539,mapbox,-1
25/11/2020,"BARRACK HILL, CAHIR, CLOGHEEN",Tipperary,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/10/2020,"AUGHNASEDA, MONAGHAN",Monaghan,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/03/2020,"5 SLIABH VIEW, SHANNAGH, MOHILL",Leitrim,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/06/2020,"THE APPLEHOUSE, HOLMWOOD, CABINTEELY DUBLIN 18",Dublin,,"€1,275,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.257611,-6.158109,mapbox,18
23/01/2020,"656 RIVER FOREST, LEIXLIP, KILDARE",Kildare,,"€262,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/04/2020,"22 THE CLOSE, HUNTERS RUN, CLONEE DUBLIN 15",Dublin,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.403858,-6.422394,mapbox,15
07/02/2020,"4 SILVERSTREAM AVE, STAMEEN, DROGHEDA",Louth,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/12/2020,"3 THE WALK HERONSWOOD, CARRIGALINE, CORK",Cork,,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/03/2020,"15 Castle Court, Forest Mill Way, Bealnamulla",Roscommon,,"€248,237.88",No,Yes,New Dwelling house /Apartment,,,,,,
17/12/2020,"20 GRAY SQ, OFF GRAY ST, DUBLIN 8",Dublin,,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.340515,-6.279314,mapbox,8
26/11/2020,"50 Ard na Deirge, Killaloe, Clare",Clare,,"€330,396.47",No,Yes,New Dwelling house /Apartment,,,,,,
14/02/2020,"17 MAPLE DRIVE, DRUMGOLA WOOD, CAVAN",Cavan,,"€189,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/01/2020,"30 DROMARD RD, DRIMNAGH, DUBLIN 12",Dublin,,"€347,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.327857,-6.322187,mapbox,12
16/09/2020,"21 MILLGATE DR, WHITEHALL RD WEST, DUBLIN 12",Dublin,,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.308177,-6.320856,mapbox,12
20/02/2020,"UPPER CARLAND, KERRYKEEL, COUNTY DONEGAL",Donegal,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/11/2020,"2 BEECHWOOD APTS, CARRIAG HILL RD, PORTMARNOCK",Dublin,,"€222,557.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.424495,-6.172353,mapbox,13
15/12/2020,"KNOCKALEGAN, HOLLYMOUNT, CLAREMORRIS",Mayo,,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/07/2020,"61 RIVERGROVE, ORANMORE, CO GALWAY",Galway,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/09/2020,"2 COLLEGE PARK, CORBALLY, LIMERICK",Limerick,,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/11/2020,"21 GLEN EASTON LODGE, LEIXLIP, KILDARE",Kildare,,"€183,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
24/09/2020,"ARDMORE, MAURITIUSTOWN, ROSSLARE STRAND",Wexford,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/09/2020,"42 FAIRWAYS, DONABATE, DUBLIN",Dublin,,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.4870177,-6.1462998,nominatim,-1
03/06/2020,"APT 101, MILLBROOK, JOHNSTOWN",Meath,,"€77,994.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
22/12/2020,"APT 417, GLENLARA HOUSE, MOUNT KENNETH PLACE",Limerick,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/11/2020,"4 BREWERY COURT, BALLINROBE, CO MAYO",Mayo,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/08/2020,"BALLINTESKIN, OMEATH, LOUTH",Louth,,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/08/2020,"THE BUNGALOW, LOUGHTAGALLA, THURLES",Tipperary,,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/12/2020,"14 BANGOR DR, CRUMLIN, DUBLIN 12",Dublin,,"€428,500.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3279110,-6.3042162,nominatim,12
22/07/2020,"33 Dun Rioga Crescent, Dun Rioga, Drumree Road",Meath,,"€277,533.00",No,Yes,New Dwelling house /Apartment,,,,,,
02/10/2020,"36 SUSANVILLE RD, DRUMCONDRA, DUBLIN 9",Dublin,,"€341,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.362819,-6.249845,mapbox,3
15/07/2020,"LEITRIM SOUTH, CHAFFPOOL, TUBBERCURRY",Sligo,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/03/2020,"112 THE CASINO, MALAHIDE, CO DUBLIN",Dublin,,"€678,414.10",No,Yes,New Dwelling house /Apartment,,ok_nominatim,53.4507923,-6.1584105,nominatim,-1
02/06/2020,"13 FR MURRAY PARK, DUNDALK, CO LOUTH",Louth,,"€46,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/01/2020,"7 FANCOURT RD, BALBRIGGAN, DUBLIN",Dublin,,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.6068398,-6.1731492,nominatim,-1
02/12/2020,"12 BOYCETOWN COURT, KILCOCK, KILDARE",Kildare,,"€462,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
06/02/2020,"3 THE WATERFRONT, HANOVER QUAY, DUBLIN 2",Dublin,,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.343896,-6.233847,mapbox,2
08/10/2020,"23 The Avenue, Heathfield, Carriganarra",Cork,,"€298,550.00",No,Yes,New Dwelling house /Apartment,,,,,,
17/12/2020,"34 BLACKTHORN HILL CLOSE, RATHCOOLE, DUBLIN",Dublin,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2780226,-6.4779252,nominatim,24
23/12/2020,"IVY COTTAGE, ROSBEG, WESTPORT",Mayo,,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/04/2020,"Apartment 25  Block D, Mount Argus Apartments",Dublin,,"€1,008,251.00",No,Yes,New Dwelling house /Apartment,,ok_mapbox_relaxed,53.322836,-6.283531,mapbox,6W
06/04/2020,"LEITER, BAILIEBOROUGH, CAVAN",Cavan,,"€269,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/02/2020,"1 OAKLEIGH, MAIN ST, RATOATH",Meath,,"€193,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/07/2020,"16 GAELIC ST, NORTH STRAND, DUBLIN 3",Dublin,,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.356285,-6.242811,mapbox,3
27/08/2020,"19 Doire Fea, Moycullen",Galway,,"€259,912.00",No,Yes,New Dwelling house /Apartment,,,,,,
18/11/2020,"1 2 3 Fuschia Lane, 1 to 6 North Avenue, 7 to 11 The Gardens",Kerry,,"€2,892,266.94",No,Yes,New Dwelling house /Apartment,,,,,,
21/12/2020,"49 PRIORY LODGE, SHEETLAND RD, TERMONFECKIN",Louth,,"€213,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/11/2020,"61 ALDERWOOD GREEN, SPRINGFIELD TALLAGHT, DUBLIN 24",Dublin,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2899320,-6.3811379,nominatim,24
14/09/2020,"FERTIANA, HOLYCROSS, THURLES",Tipperary,,"€181,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
24/06/2020,"14 Taylor Hill Boulevard, Naul Road, Balbriggan",Dublin,,"€275,330.39",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.609046,-6.211972,mapbox,-1
05/03/2020,"42 KNOCKMULDOWNEY PARK, BALLISODARE, SLIGO",Sligo,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/02/2020,"6 ST ANNES COURT, ANNE ST, DUNDALK",Louth,,"€137,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/06/2020,"23 THE ORCHARD, ATHLUMNEY, NAVAN",Meath,,"€304,055.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/05/2020,"69 GLENCARRIG, BALLINODE, SLIGO",Sligo,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/11/2020,"7 JOHNSTOWN RD, FRESHFORD, KILKENNY",Kilkenny,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/12/2020,"91 IVERAGH RD, GEALTACHT PARK, DUBLIN 9",Dublin,,"€438,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.383045,-6.249083,mapbox,9
30/10/2020,"55 EDEN WOOD, DELGANY, WICKLOW",Wicklow,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/03/2020,"2 COLLINS DRIVE FINGLAS, COLLINS DRIVE, FINGLAS EAST",Dublin,,"€299,950.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.389842,-6.289699,mapbox,11
24/07/2020,"56 GREAT SOUTHERN, NEWBRIDGE, KILDARE",Kildare,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/07/2020,"1 LARCHFIELD, DUNDRUM, DUBLIN 14",Dublin,,"€477,500.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2991258,-6.2347557,nominatim,14
09/12/2020,"THE LODGE, DEEGANS BRIDGE, SHILLELAGH",Wicklow,,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/10/2020,"1 Cualanor Crescent, Cualanor, Upper Glenageary Road",Dublin,,"€788,546.25",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.286376,-6.143046,mapbox,-1
13/10/2020,"19 THE PINES, FOTA ROCK, CARRIGTWOHILL",Cork,,"€173,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/07/2020,"21 PEMBERTON, HERBERT RD, BRAY",Wicklow,,"€665,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/05/2020,"2 THE CRESCENT, BALLINACURRA, MIDLETON",Cork,,"€65,981.86",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
01/10/2020,"13 HIGH ST, WESTPORT, MAYO",Mayo,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/04/2020,"2 SHANNON HEIGHTS, KILRUSH, CLARE",Clare,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/04/2020,"14 MILLHOUSE, NEWTOWN COMMONS, NEW ROSS",Wexford,,"€122,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/04/2020,"51 QUAYSIDE SOUTH COURT, WINE ST, SLIGO",Sligo,,"€79,674.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/11/2020,"11 THE ORCHARD, FORTFIELD ROAD, TERENURE",Dublin,,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.375263,-6.204962,mapbox,5
24/03/2020,"5 THE PINES, BRIDGEMOUNT, CARRIGALINE",Cork,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/08/2020,"17 CROZON DOWNS, SLIGO, SLIGO",Sligo,,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/10/2020,"26 Dun Rioga Crescent, Dun Rioga, Drumree Road",Meath,,"€264,317.18",No,Yes,New Dwelling house /Apartment,,,,,,
31/07/2020,"135 HOLLYBANK RD, DRUMCONDRA, DUBLIN 9",Dublin,,"€346,001.00",Yes,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3671640,-6.2577102,nominatim,9
27/07/2020,"18 Oak Park Drive, Oak Park, Craddockstown",Kildare,,"€290,748.00",No,Yes,New Dwelling house /Apartment,,,,,,
21/07/2020,"45 PARK AVE, CASTLEKNOCK, DUBLIN 15",Dublin,,"€715,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3733960,-6.3659547,nominatim,15
09/04/2020,"7 MOCKMOYNE HEIGHTS, BOYLE, ROSCOMMON",Roscommon,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/02/2020,"64 BALRATH WOOD, KELLS, MEATH",Meath,,"€189,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/12/2020,"KNOCKUMBER, NAVAN, MEATH",Meath,,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/02/2020,"26 HOWTH LODGE, HOWTH RD, HOWTH",Dublin,,"€1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.390094,-6.105995,mapbox,13
28/04/2020,"LISFUNCHEON, BALLYPOREEN, CO TIPPERARY",Tipperary,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/11/2020,"4 Marine Walk, Dun Laoghaire",Dublin,,"€233,141.41",No,Yes,New Dwelling house /Apartment,,ok_nominatim,53.2928461,-6.1338071,nominatim,-1
09/12/2020,"3 WINDMILL PARK, DRUMKEERAN, LEITRIM",Leitrim,,"€81,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/06/2020,"55 CEDARMOUNT RD, MOUNT MERRION, DUBLIN",Dublin,,"€575,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2934209,-6.2121647,nominatim,-1
16/12/2020,"5 JAMESTOWN RD, INCHICORE, DUBLIN 8",Dublin,,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3350160,-6.3281507,nominatim,8
04/03/2020,"REDGAP, MONASTERBOICE, DROGHEDA",Louth,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/05/2020,"3 MELROSE, NENAGH, TIPPERARY",Tipperary,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/02/2020,"13 HIGHFIELDS, MARYBOROUGH WOODS, DOUGLAS",Cork,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/09/2020,"No. 16 Gort na dTulach, Tullagh Hill, Loughrea",Galway,,"€214,594.39",Yes,Yes,New Dwelling house /Apartment,,,,,,
06/11/2020,"13 MOOREHALL CLOSE, ARDEE, LOUTH",Louth,,"€234,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/02/2020,"10 MA NA GREINE, CLASHDERMOT EAST, KILLEAGH",Cork,,"€64,063.68",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
04/03/2020,"NO. 33  SPENCER MANOR, CASTLEBAR, CO. MAYO",Mayo,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/06/2020,"GREENGATES, ADELAIDE RD, GLENAGEARY",Dublin,,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.332667,-6.25741,mapbox,2
24/09/2020,"4 LEINSTER ROAD WEST, RATHMINES, DUBLIN 6",Dublin,,"€1,350,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3241798,-6.2672547,nominatim,6
25/02/2020,"11 THE FORELANDS, KENMARE, KERRY",Kerry,,"€133,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/01/2020,"16 BEECHWOOD GROVE, LIFFORD, DONEGAL",Donegal,,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/02/2020,"Apt 300  The Elm, Trimbleston, Goatstown  Road",Dublin,,"€365,639.00",No,Yes,New Dwelling house /Apartment,,ok_mapbox_relaxed,53.296791,-6.233546,mapbox,14
19/08/2020,"28 SWANWARD COURT, PARNELL RD, DUBLIN 12",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.439213,-6.384126,mapbox,15
28/02/2020,"BALLYCOREE, GORT ROAD, ENNIS",Clare,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/02/2020,"23 GLENCARRIG DR, FIRHOUSE RD, DUBLIN 24",Dublin,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.275772,-6.349737,mapbox,24
17/07/2020,"20 GREENVIEW, GOWRAN, CO KILKENNY",Kilkenny,,"€95,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
06/11/2020,"12 CEDARWOOD CLOSE, WATERPARK, CARRIGALINE",Cork,,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/09/2020,"87 PARNELL STREET, DUBLIN 1",Dublin,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3520092,-6.2627037,nominatim,1
29/10/2020,"56 SCOTCH HALL, DROGHEDA, LOUTH",Louth,,"€102,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/03/2020,"5 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4",Dublin,,"€696,667.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.283653,-6.210433,mapbox,-1
18/03/2020,"KNOCKLOUGHLIN, LONGFORD",Longford,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
24/01/2020,"163 EVANWOOD, GOLF LINKS RD, CASTLETROY",Limerick,,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/12/2020,"3 THE VIEW, BROADFIELD MANOR, RATHCOOLE",Dublin,,"€273,245.50",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.414513,-6.149122,mapbox,13
15/12/2020,"13 Graydon Glen, Graydon, Newcastle",Dublin,,"€299,559.47",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.297157,-6.49675,mapbox,22
15/05/2020,"47 BRUACH TAILTE, BORRISOKANE RD, NENAGH",Tipperary,,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/11/2020,"372 KILDARE RD, CRUMLIN, DUBLIN 12",Dublin,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3250337,-6.3162190,nominatim,12
01/05/2020,"1 BEACH APARTMENTS, GRANARY CT, EDENDERRY",Offaly,,"€59,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/12/2020,"11 THE MEADOWS, DUNTAHEEN RD, FERMOY",Cork,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/02/2020,"15 GANDONHOUSE, CUSTOM HOUSE SQUARE, IFSC",Dublin,,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.396257,-6.129651,mapbox,13
02/11/2020,"26 GREENHILLS COURT, DOUGLAS RD SOUTH, DOUGLAS",Cork,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/10/2020,"2 THE DRIVE, FAIRFIELD PARK, WATERFORD",Waterford,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/05/2020,"WESTHILL PARK, GOREY, WEXFORD",Wexford,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/05/2020,"12 OAKLAND GROVE, SCOTSHOUSE, MONAGHAN",Monaghan,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/10/2020,"123 WHITEHALL RD, TERENURE, DUBLIN 12",Dublin,,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3092502,-6.3141567,nominatim,12
15/01/2020,"BALLYGALVERT, BALLYWILLIAM, ENNISCORTHY",Wexford,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/07/2020,"21 ALLEN PARK DR, STILLORGAN, DUBLIN",Dublin,,"€635,190.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2869895,-6.2017120,nominatim,-1
