Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month
2019-07-09,"103 ST GABRIELS, CABINTEELY, DUBLIN 18",Dublin,,340000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-11-08,"60 MAPLEWOOD ROAD, SPRINGFIELD, TALLAGHT",Dublin,,246000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-10-12,"2 MILLERS LANE, NEWTOWN DRANGAN, THURLES",Tipperary,,167440.0,No,Yes,New Dwelling house /Apartment,,2019,10
2019-09-09,"10 DUNKELLIN COURT, ORANMORE, CO GALWAY",Galway,,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-11-05,"2 Churchfield Crescent, Churchfields, Ashbourne",Meath,,290748.9,No,Yes,New Dwelling house /Apartment,,2019,11
2019-07-03,"8 WELLINGTON COURT, PORTARLINGTON, LAOIS",Laois,,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-03-22,"18 Meadow Walk, Castleheights, Carrigaline",Cork,,272875.0,No,Yes,New Dwelling house /Apartment,,2019,3
2019-04-16,"108 THE OLD INFIRMARY, JOHNS HILL, WATERFORD",Waterford,,102000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-01-31,"BEAL NA MHARA, BALLYSHANNON, CO. DONEGAL",Donegal,,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-06-28,"97 SOUTH CIRCULAR ROAD, PORTOBELLO, DUBLIN 8",Dublin,,1000000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-09-19,"APARTMENTS, 11a  11b and 13a BARRACK STREET, CITY CENTRE SOUTH",Cork,,110000.0,No,Yes,New Dwelling house /Apartment,,2019,9
2019-11-11,"4 CHARNWOOD GROVE, CLONSILLA, DUBLIN 15",Dublin,,347500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-05-10,"38 WHITEBRIDGE MANOR, KILLARNEY, KERRY",Kerry,,235000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-05-22,"41 PRIORY PARK COOSAN, ATHLONE, WESTMEATH",Westmeath,,235000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-03-26,"55 DEERPARK PLACE, KILTIPPER, TALLAGHT DUBLIN 24",Dublin,,279000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-01-25,"14 SLANE RD, CRUMLIN, DUBLIN 12",Dublin,,312500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-11-29,"26 Gleanntan na hAbhainn, Craughwell, Co. Galway",Galway,,237875.0,No,Yes,New Dwelling house /Apartment,,2019,11
2019-07-26,"NO. 30 Quignalecks, Ballina",Mayo,,218224.5,No,Yes,New Dwelling house /Apartment,,2019,7
2019-09-18,"44 GERALDSTOWN WOODS, SANTRY AVE, DUBLIN 9",Dublin,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-05-17,"BALLYBEG, KELLS, MEATH",Meath,,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-10-30,"5 PRESTON CLOSE, KILMEAGUE, KILDARE",Kildare,,230000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-09-09,"ARTIGALLIVAN, HEADFORD, KILLARNEY",Kerry,,180000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-05-03,"9 SHARWOOD ESTATE, NEWCASTLE WEST, CO LIMERICK",Limerick,V42EC66,63000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-07-12,"KILLEIGH, NEWCASTLE, CLONMEL",Tipperary,,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-05-23,"16 CLUAIN MULLAN, CASTLEPOLLARD, WESTMEATH",Westmeath,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-04-03,"19 Adamstown Park, Adamstown Square, Adamstown",Dublin,,334801.76,No,Yes,New Dwelling house /Apartment,,2019,4
2019-02-04,"No.1 College View Close, Westport Road, Castlebar",Mayo,,190300.0,No,Yes,New Dwelling house /Apartment,,2019,2
2019-09-13,"118 ESKER LAWNS, LUCAN, DUBLIN",Dublin,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-07-12,"42 Rokeby Park, Lucan, Co Dublin",Dublin,,713656.38,No,Yes,New Dwelling house /Apartment,,2019,7
2019-10-23,"19 KEANES RD, WATERFORD, WATERFORD",Waterford,,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-04-15,"KILLESHIN, CARLOW",Laois,,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-08-07,"23 PARK TERRACE SOUTH, BELLTREE, CLONGRIFFIN",Dublin,,356828.2,No,Yes,New Dwelling house /Apartment,,2019,8
2019-09-04,"35 MILLTOWN AVE, MOUNT ST ANNES, MILLTOWN DUBLIN 6",Dublin,,875000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-10-08,"145 Barleyfield, Wicklow Hills, Newtownmountkennedy",Wicklow,,303964.76,No,Yes,New Dwelling house /Apartment,,2019,10
2019-12-20,"15 RIVERDOCK HOUSE, DOCK RD, LIMERICK",Limerick,,127000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-02-28,"11 COOLATREE PARK, BEAUMONT, DUBLIN 9",Dublin,,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-01-18,"2 PAIRC CAISLEAN, BALLYFORAN, CO ROSCOMMON",Roscommon,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-05-16,"63 CORBALLIS, RATOATH, DEMESNE",Meath,,182000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-02-21,"28 PEBBLE WALK, PEBBLE BEACH, TRAMORE",Waterford,,93000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-05-23,"COOHEY, BALLYBEG, COUNTY MONAGHAN",Monaghan,,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-01-09,"8 COOEY NA GAAL, CROAGHCROSS, PORTSALON",Donegal,,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-06-28,"71 BROOKWOOD AVE, ARTANE, DUBLIN 5",Dublin,,390000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-02-20,"68 ROCKFIELD CLOSE, STONEY LANE, ARDEE",Louth,,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-12-12,"88, The Campion, Marina Village",Wicklow,,2132159.0,No,Yes,New Dwelling house /Apartment,,2019,12
2019-05-03,"2 JELLETT HOUSE, DEAN COURT, PATRICK STREET",Dublin,,285000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-06-27,"106 RICHMOND COURT, MOUNT KENNETH PLACE, DOCK RD",Limerick,,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-08-22,"41A  CLUAIN MOR, KNOCKNACARRA, GALWAY",Galway,,193000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-08-21,"2 The Close, Semple Woods, Donabate",Dublin,,325991.0,No,Yes,New Dwelling house /Apartment,,2019,8
2019-03-29,"70 BROOMVILLE, DUBLIN RD, PORTLAOISE",Laois,,170000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-05-27,"28 THE HILL, WOODPARK, BALLINTEER DUBLIN 16",Dublin,,507500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-08-07,"8 Berford, Station Road, Duleek",Meath,,242291.0,No,Yes,New Dwelling house /Apartment,,2019,8
2019-12-23,"GRAIGUE, BALLYMACAW, WATERFORD",Waterford,,415000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-01-01,"2 WOODALE VIEW, BALLYCULLEN, FIRHOUSE DUBLIN 24",Dublin,,30000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-12-18,"77 CASTLE HALL, SWORDS CENTRAL, MAIN ST",Dublin,,245000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-12-20,"1 FRANKFORT DR, DUNKERRIN, BIRR",Offaly,,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-06-24,"APARTMENT 66 BLOCK 9, CLARION VILLAGE, BALLYTIVAN",Sligo,,58333.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-03-08,"THE BAY HORSE, MAIN ST, GRANARD",Longford,,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-04-01,"21 Cloonlara, Mullingar",Westmeath,,235737.42,Yes,Yes,New Dwelling house /Apartment,,2019,4
2019-12-18,"15 KENNELSFORT RD UPPER, PALMERSTOWN, DUBLIN 20",Dublin,,330000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-10-24,"10 SRUTHAIN NA SAILI, YOUGHAL, CORK",Cork,,45697.64,Yes,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-09-27,"APT 22, ADELPHI WHARF QUAY, WATERFORD",Waterford,,141000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-05-13,"98 CLOCHOG, ORANMORE, GALWAY",Galway,,275000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-03-14,"KNOCKAUNCOURA, LOUGHREA, GALWAY",Galway,,238000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-03-22,"Apt 8 The Tramyard Exchange, dublin 8",Dublin,,387665.0,No,Yes,New Dwelling house /Apartment,,2019,3
2019-05-08,"12 ARDMORE PARK, BRAY, CO WICKLOW",Wicklow,,190000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-12-20,"15 Millbrook Grove, Killeigh, Tullamore",Offaly,,361233.0,No,Yes,New Dwelling house /Apartment,,2019,12
2019-04-28,"14 White Oaks Walk, White Oaks, Rickardstown",Kildare,,275000.0,No,Yes,New Dwelling house /Apartment,,2019,4
2019-06-14,"APT 24, ST PATRICKS COURT, CLANBRASSIL ST DUBLIN 8",Dublin,,310000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-07-11,"47 FOXWOOD MANOR, BOYLE, CO ROSCOMMON",Offaly,,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-03-01,"11 DUBLIN HILL LOWER, BLACKPOOL, CORK",Cork,,127000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-04-11,"APARTMENT 9A, ST. BRENDAN'S DRIVE, CHARLEVILLE",Cork,,37125.0,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-03-27,"Apartment 26, Newtown Court, Newtown Manor",Kildare,,220264.0,No,Yes,New Dwelling house /Apartment,,2019,3
2019-09-06,"1 Rathborne Dale, Rathborne, Ashtown",Dublin,,414097.0,No,Yes,New Dwelling house /Apartment,,2019,9
2019-08-29,"40 MILLTOWN HALL, MT ST ANNES, MILLTOWN RD DUBLIN 6",Dublin,,595000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-07-18,"INNISFAIL, FARNADUM, KILCOCK",Kildare,,595000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-01-08,"APT 30 BLOCK C, PARKSIDE, PORTLAOISE",Laois,,136500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-08-29,"ADLEY COVE HOUSE, FOILNAMUCK, BALLYDEHOB",Cork,,600000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-05-24,"5 GORT AOIBHINN, YOUGHAL, CO CORK",Cork,,245000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-05-17,"BLACKHALL HOUSE STUD, BANNON, WEXFORD",Wexford,,285000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-06-17,"12 AN LOCHAN, BOTHAR AN CHOISTE, HEADFORD RD",Galway,,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-09-26,"44 REUBEN AVE, SOUTH CIRCULAR RD, DUBLIN 8",Dublin,,380000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-09-26,"147 LIMEKILN WOOD, NAVAN, MEATH",Meath,,230000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-06-20,"11 SWIFTBROOK GLEN, VIRGINIA, CO CAVAN",Cavan,,290000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-12-03,"244 GLENVIEW PARK, TALLAGHT, DUBLIN 24",Dublin,,275000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-12-23,"FLAT 1 16 LAURENCE ST, DROGHEDA, CO LOUTH",Louth,,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-03-01,"6 SANDFORD AVE, DONNYBROOK, DUBLIN 4",Dublin,,900000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-04-12,"5 TARA COURT, SALEEN, CASTLEBAR",Mayo,,29000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-10-22,"34 PARKER HOUSE, MYRTLE, THE COAST DUBLIN 13",Dublin,,230000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-09-12,"27 MORNINGTON RD, RANELAGH, DUBLIN 6",Dublin,,760000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-10-25,"18 CAISLEANN NA HABHAINN, CASTLETROY, CO LIMERICK",Limerick,,166000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-11-15,"5 STREAMSTOWN, RATHOATH, CO MEATH",Meath,,365000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-08-20,"35 LOWER BLUEPOOL, KANTURK, CO. CORK",Cork,,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-07-04,"103 Aughamore, Kilcock Road, Clane",Kildare,,339200.0,No,Yes,New Dwelling house /Apartment,,2019,7
2019-01-04,"GRAIGUE, KILWORTH, CORK",Cork,,450000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-11-29,"39 MILL VIEW TERRACE, SIR HARRYS MALL, LIMERICK",Limerick,,181000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-09-19,"70 MOUNTFIELD PARK, SEAMOUNT RD, MALAHIDE",Dublin,,390000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-04-26,"37 RATH GALILINE, PORTLAOISE, LAOIS",Laois,,245000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-12-20,"No. 19 Convent Gardens, Blackrock Villas, Blackrock",Cork,,348017.0,No,Yes,New Dwelling house /Apartment,,2019,12
2019-12-17,"BALLYMAKEGOGE (BALLYGARRON), THE  SPA, TRALEE",Kerry,,131271.55,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-11-29,"CROSS KEYS, AUGHERSKEA, DRUMREE",Meath,,355000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-10-04,"41 STEEPLECHASE GREEN, RATOATH, MEATH",Meath,,352000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-12-05,"14 SAINT CATHERINES AVENUE, RUSH, CO DUBLIN",Dublin,,255000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-10-30,"63 BALLSBRIDGE WOOD, SHELBOURNE RD, DUBLIN 4",Dublin,,720000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-07-02,"5 THE LODGE, CITYQUARTER, ATHLONE",Westmeath,,117293.55,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-11-11,"APT 25, DEERPARK PLACE, KILTIPPER WAY DUBLIN 24",Dublin,,177000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-05-08,"CARBRY COAST, TULLAGHAN, LEITRIM",Leitrim,,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-10-31,"11 ST LUKES CRESCENT, DUNDRUM, DUBLIN 14",Dublin,,607500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-04-11,"63 THE GLEN, COOSAM, ATHLONE",Westmeath,,154062.14,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-07-25,"36 Coopers  Grange, Old Quarter, Ballincollig",Cork,,352422.91,No,Yes,New Dwelling house /Apartment,,2019,7
2019-12-09,"APT 9 REEVES HALL, RUTLAND STREET, CORK CITY",Carlow,,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-07-01,"13 The Mews, Heathfield, Carriganarra",Cork,,317180.61,No,Yes,New Dwelling house /Apartment,,2019,7
2019-08-21,"16 CLUAIN ARD, FEDAMORE, LIMERICK",Limerick,,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-01-14,"115 BEECHWOOD PARK, POLLERTON, CARLOW",Carlow,,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-09-06,"24 Grace Park Close, Grace Park Wood, Grace Park Road",Dublin,,471366.0,No,Yes,New Dwelling house /Apartment,,2019,9
2019-11-20,"11 The Forge Court, Lusk",Dublin,,268292.68,No,Yes,New Dwelling house /Apartment,,2019,11
2019-02-25,"117 THORNFIELD SQ, BLOCK F, WATERY LANE DUBLIN 22",Dublin,,161304.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-01-03,"23 LATCHFORD GREEN, CASTAHEANY, DUBLIN 15",Dublin,,285000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-05-14,"43 IVY COURT, BEAUMONT WOODS, DUBLIN 9",Dublin,,270000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-11-01,"28 KELLYS BAY ROCKS, SKERRIES, DUBLIN",Dublin,,345000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-10-08,"1 ANNADALE CRESCENT, DUBLIN 9, DUBLIN",Dublin,,438000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-04-05,"24 THE SYCAMORE, ELMFIELD, BALLYOGAN RD DUBLIN 18",Dublin,,405000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-07-23,"25 Cluain Aoibh, Clarina",Limerick,,248899.0,No,Yes,New Dwelling house /Apartment,,2019,7
2019-07-25,"117 THE DRIVE, HAZELHATCH PARK, CELBRIDGE",Kildare,,310000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-11-26,"48B NEW STREET, KILLARNEY, CO KERRY",Kerry,,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-12-19,"APT 5 RICHMOND MILL, MARKET PLACE, CLONMEL",Tipperary,,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-06-26,"12 The Birches, Ballinahinch Wood, Ashford",Wicklow,,352424.0,No,Yes,New Dwelling house /Apartment,,2019,6
2019-09-20,"10 PRIORY AVE, JOHNSTOWN, NAVAN",Meath,,252000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-11-22,"APT 1 6 STONEYBATTER, 6 STONEYBATTER, DUBLIN 7",Dublin,,865000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-10-09,"9 THE BELFRY, CLONAKILTY, CORK",Cork,,235000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-03-01,"34 Rokeby Park, Lucan",Dublin,,709361.23,No,Yes,New Dwelling house /Apartment,,2019,3
2019-09-06,"FREAGHAVALEEN, MILTOWN, MALBAY",Clare,,278000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-12-20,"SHANNON ST, MOUNTRATH, LAOIS",Laois,,58500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-01-14,"133 CHERRY AVE, SWORDS, DUBLIN",Dublin,,273000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-03-06,"34 Templeville, Punches Cross, Ballinacurra",Limerick,,327313.0,No,Yes,New Dwelling house /Apartment,,2019,3
2019-06-17,"MAIN ST, CAPPOQUIN, WATERFORD",Waterford,,35000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-03-11,"2 ROSEWOOD MANOR, THE SPIRES, INNISHANNON",Cork,,700000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-09-17,"50 ROSSBERRY AVE, LUCAN, DUBLIN",Dublin,,370000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-07-31,"61 ROCKWOOD, CASHEL, TIPPERARY",Tipperary,,190500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-11-19,"83 Glenheron View, Glenheron, Greystones",Wicklow,,480176.21,No,Yes,New Dwelling house /Apartment,,2019,11
2019-09-11,"14 Hollywoodrath Court, Hollystown, Dublin 15",Dublin,,312775.33,No,Yes,New Dwelling house /Apartment,,2019,9
2019-12-18,"7 GLENBOURNE CRESCENT, LEOPARDSTOWN VALLEY, LEOPARDSTOWN DUBLIN 18",Dublin,,460000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-08-08,"29 STONEBRIDGE DR, CLONSILLA, DUBLIN 15",Dublin,,270000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-02-22,"23 GREENFIELD MANOR, GREENFIELD PARK, DONNYBROOK DUBLIN 4",Dublin,,1140000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-02-01,"13/15 ROCK HILL, MAIN STREET, BLACKROCK",Dublin,,258300.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-04-11,"1 ABBEY CENTRE, ABBEY SQ, ENNISCORTHY",Wexford,,79000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-07-01,"2 COURTHOUSE SQUARE(APT1 ), GALWAY CITY, COUNTY GALWAY",Galway,,330000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-06-04,"35 WILLOWFIELD, PARK AVENUE, SANDYMOUNT",Dublin,,440087.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-12-12,"39 Parkview Drive, Parkview  Poppintree, Ballymun",Dublin,,86123.35,No,Yes,New Dwelling house /Apartment,,2019,12
2019-05-31,"13-21 Taylor Hill Way, &amp;19-30 Taylor Hill Wood, Naul Road",Dublin,,5084475.77,No,Yes,New Dwelling house /Apartment,,2019,5
2019-09-13,"41 The Oaks, Archestown Demesne, Ashbourne",Meath,,321585.9,No,Yes,New Dwelling house /Apartment,,2019,9
2019-03-13,"APT 1 VILLA NOVA, RATHMINES, DUBLIN 6",Dublin,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-01-25,"15 AN CLUAIN, CLONMACKEN, LIMERICK",Limerick,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-06-25,"APT 6, 18 CLAUDE RD, DRUMCONDRA DUBLIN 9",Dublin,,265000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-06-25,"8 DE VESCI COURT, FAIRGREEN VILLAGE, PORTLAOISE",Laois,,103000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-07-09,"APT 5, ST FINTANS, NORTH ST",Dublin,,215000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-09-30,"35 Belarmine View, Belarmine Woods, Stepaside",Dublin,,440529.0,No,Yes,New Dwelling house /Apartment,,2019,9
2019-07-09,"28 BLACKTHORN WAY, FOREST GLEN, FERMOY",Cork,,225000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-11-29,"ROSSDUANE, KILMEENA, WESTPORT",Mayo,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-01-15,"8 ELDER HEATH WALK, KILTIPPER ROAD, DUBLIN 24",Dublin,,255506.0,No,Yes,New Dwelling house /Apartment,,2019,1
2019-03-21,"ARDINEER, FOYNES, LIMERICK",Limerick,,192500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-08-09,"49 Doire Fea, Kilrainey, Moycullen",Galway,,299559.0,No,Yes,New Dwelling house /Apartment,,2019,8
2019-01-24,"THE WHITE HOUSE, TOORMORE, GOLEEN",Cork,,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-11-28,"44 AYRHILL COURT, ROSCREA, CO TIPPERARY",Tipperary,,156000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-01-25,"23 THE VIEW, WOODSIDE, BETTYSTOWN",Meath,,236500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-06-12,"195 Dundoogan, Haynestown, Dundalk",Louth,,200264.32,No,Yes,New Dwelling house /Apartment,,2019,6
2019-07-23,"39 Castlebrook Green, Castlebrook Manor, Castletroy",Limerick,,237885.0,No,Yes,New Dwelling house /Apartment,,2019,7
2019-08-30,"33 OCEAN VIEW, LAHINCH, CLARE",Clare,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-03-12,"THE LODGE, PROUDSTOWN, TARA",Meath,,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-05-30,"21 DOMVILLE RD, TEMPLEOGUE, DUBLIN 6W",Dublin,,463000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-11-12,"COURTWOOD, VICARSTOWN, COUNTY LAOIS",Laois,,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-08-07,"MENTONE, MILITARY RD, KILLINEY",Dublin,,3230000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-11-25,"105 OLD INFIRMARY, JOHNS ST, WATERFORD",Waterford,,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-08-01,"19 THE MILLS, OLD NAVAN RD, CASTLEKNOCK DUBLIN 15",Dublin,,373377.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-12-16,"ST MARTINS, CREAGH, BALLINASLOE",Galway,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-08-31,"3 DUGORT HOLIDAY HOMES, DUGORT, ACHILL ISLAND",Mayo,F28PP49,102500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-12-19,"8 ARDMAHON EST, WELL RD, CORK",Cork,,405000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-03-04,"24 White Pines Court, White Pines, Stocking Avenue",Dublin,,405192.0,Yes,Yes,New Dwelling house /Apartment,,2019,3
2019-12-11,"7 HAMILTON ST, CIRCULAR RD SOUTH, DUBLIN 8",Dublin,,124907.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-02-19,"44 COSCOORIG CRESCENT, LOUGHREA, GALWAY",Galway,,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-05-03,"KILDUN BEG, THE NEALE, MAYO",Mayo,,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-07-29,"290 The elms, Trimblestown, Goatstown road",Dublin,,312775.0,No,Yes,New Dwelling house /Apartment,,2019,7
2019-04-10,"29 TEMPLE RD, DARTRY, DUBLIN 6",Dublin,,4800000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-10-04,"RATHMULLEN HOUSE, STATION RD, PORTMARNOCK",Dublin,,760000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-02-14,"54 MILLERS AVENUE, MILLERS GLEN, SWORDS",Dublin,,330396.47,No,Yes,New Dwelling house /Apartment,,2019,2
2019-09-19,"5 Hanover Court, Hanover Quay, Dublin 2",Dublin,,427313.0,No,Yes,New Dwelling house /Apartment,,2019,9
2019-12-04,"41 AN SEANLINE, FETHARD, CO. TIPPERARY",Tipperary,,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
